position	players	withId
C	Willson Contreras	Willson Contreras (575929)
1B	Matt Olson	Matt Olson (621566)
2B	Marcus Semien	Marcus Semien (543760)
3B	Gunnar Henderson	Gunnar Henderson (683002)
SS	Oneil Cruz	Oneil Cruz (665833)
MI	Brandon Drury	Brandon Drury (592273)
CI	Matt Chapman	Matt Chapman (656305)
OF	Jackson Chourio	Jackson Chourio (694192)
OF	Jarren Duran	Jarren Duran (680776)
OF	Jorge Soler	Jorge Soler (624585)
OF	Julio Rodríguez	Julio Rodríguez (677594)
DH	Colton Cowser	Colton Cowser (681297)
DH	Jung Hoo Lee	Jung Hoo Lee (808982)
DH	Michael Conforto	Michael Conforto (624424)
DH	Mitch Haniger	Mitch Haniger (571745)
BAT BENCH	Eloy Jiménez	Eloy Jiménez (650391)
BAT BENCH	Esteury Ruiz	Esteury Ruiz (665923)
BAT BENCH	Jake Fraley	Jake Fraley (641584)
BAT BENCH	Royce Lewis	Royce Lewis (668904)
SP	Chris Bassitt	Chris Bassitt (605135)
SP	Chris Sale	Chris Sale (519242)
SP	Cole Ragans	Cole Ragans (666142)
SP	Cristian Javier	Cristian Javier (664299)
SP	Hunter Greene	Hunter Greene (668881)
SP	Yusei Kikuchi	Yusei Kikuchi (579328)
RP	Jordan Romano	Jordan Romano (605447)
RP	Raisel Iglesias	Raisel Iglesias (628452)
OP	Craig Kimbrel	Craig Kimbrel (518886)
OP	Dean Kremer	Dean Kremer (665152)
OP	Luis Severino	Luis Severino (622663)
OP	Marcus Stroman	Marcus Stroman (573186)
OP	Yariel Rodríguez	Yariel Rodríguez (684320)
PITCH BENCH	Frankie Montas	Frankie Montas (593423)
